date,home_team,away_team,home_score,away_score
2020-10-10,Texas A&M,Florida,41,38
2020-10-10,Oklahoma,Texas,53,45
2020-10-10,North Carolina,Virginia Tech,56,45
2020-10-10,Virginia,NC State,21,38
2020-10-10,Syracuse,Duke,24,38
2020-10-10,Army,The Citadel,14,9
2020-10-10,Troy,Texas State,37,17
2020-10-10,Georgia,Tennessee,44,21
2020-10-10,BYU,UTSA,27,20
2020-10-10,Iowa State,Texas Tech,31,15
2020-10-10,Arkansas State,Central Arkansas,50,27
2020-10-10,Florida International,Middle Tennessee,28,31
2020-10-10,Boston College,Pittsburgh,31,30
2020-10-10,Auburn,Arkansas,30,28
2020-10-10,TCU,Kansas State,14,21
2020-10-10,Navy,Temple,31,29
2020-10-10,South Florida,East Carolina,24,44
2020-10-10,Notre Dame,Florida State,42,26
2020-10-10,Kentucky,Mississippi State,24,2
2020-10-10,Western Kentucky,Marshall,14,38
2020-10-10,Ole Miss,Alabama,48,63
2020-10-10,Clemson,Miami,42,17
2020-10-10,Louisiana Tech,UTEP,21,17
2020-10-11,North Texas,Charlotte,21,49
2020-10-14,Louisiana,Coastal Carolina,27,30
2020-10-15,Arkansas State,Georgia State,59,52
2020-10-16,Tulane,SMU,34,37
2020-10-17,Houston,BYU,26,43
2020-10-17,West Virginia,Kansas,38,17
2020-10-17,Miami,Pittsburgh,31,19
2020-10-17,East Carolina,Navy,23,27
2020-10-17,Tennessee,Kentucky,7,34
2020-10-17,Syracuse,Liberty,21,38
2020-10-17,Georgia Tech,Clemson,7,73
2020-10-17,South Alabama,Texas State,30,20
2020-10-17,South Carolina,Auburn,30,22
2020-10-17,Temple,South Florida,39,37
2020-10-17,UTSA,Army,16,28
2020-10-17,UAB,Western Kentucky,37,14
2020-10-17,Notre Dame,Louisville,12,7
2020-10-17,Memphis,UCF,50,49
2020-10-17,NC State,Duke,31,20
2020-10-17,Arkansas,Ole Miss,33,21
2020-10-17,Troy,Eastern Kentucky,31,29
2020-10-17,Georgia Southern,Massachusetts,41,0
2020-10-17,Mississippi State,Texas A&M,14,28
2020-10-17,Wake Forest,Virginia,40,23
2020-10-17,Middle Tennessee,North Texas,35,52
2020-10-17,Louisiana Tech,Marshall,17,35
2020-10-17,Florida State,North Carolina,31,28
2020-10-18,Alabama,Georgia,41,24
2020-10-18,Virginia Tech,Boston College,40,14
2020-10-22,App State,Arkansas State,45,17
2020-10-23,Florida International,Jacksonville State,10,19
2020-10-23,South Florida,Tulsa,13,42
2020-10-24,UAB,Louisiana,20,24
2020-10-24,Wisconsin,Illinois,45,7
2020-10-24,Memphis,Temple,41,29
2020-10-24,North Carolina,NC State,48,21
2020-10-24,Michigan State,Rutgers,27,38
2020-10-24,Ohio State,Nebraska,52,17
2020-10-24,TCU,Oklahoma,14,33
2020-10-24,Kansas State,Kansas,55,14
2020-10-24,Clemson,Syracuse,47,21
2020-10-24,Louisville,Florida State,48,16
2020-10-24,Army,Mercer,49,3
2020-10-24,Charlotte,UTEP,38,28
2020-10-24,Coastal Carolina,Georgia Southern,28,14
2020-10-24,Ole Miss,Auburn,28,35
2020-10-24,Liberty,Southern Miss,56,35
2020-10-24,UCF,Tulane,51,34
2020-10-24,Marshall,Florida Atlantic,20,9
2020-10-24,Oklahoma State,Iowa State,24,21
2020-10-24,Purdue,Iowa,24,20
2020-10-24,Navy,Houston,21,37
2020-10-24,Tennessee,Alabama,17,48
2020-10-24,Wake Forest,Virginia Tech,23,16
2020-10-24,Texas,Baylor,27,16
2020-10-24,Rice,Middle Tennessee,34,40
2020-10-24,Indiana,Penn State,36,35
2020-10-24,Pittsburgh,Notre Dame,3,45
2020-10-24,Boston College,Georgia Tech,48,27
2020-10-24,Missouri,Kentucky,20,10
2020-10-24,Troy,Georgia State,34,36
2020-10-24,Western Kentucky,Chattanooga,13,10
2020-10-24,Texas Tech,West Virginia,34,27
2020-10-24,Boise State,Utah State,42,13
2020-10-24,LSU,South Carolina,52,24
2020-10-24,South Alabama,UL Monroe,38,14
2020-10-24,Nevada,Wyoming,37,34
2020-10-24,Fresno State,Hawai'i,19,34
2020-10-24,Minnesota,Michigan,24,49
2020-10-24,Northwestern,Maryland,43,3
2020-10-25,UTSA,Louisiana Tech,27,26
2020-10-25,Miami,Virginia,19,14
2020-10-25,SMU,Cincinnati,13,42
2020-10-25,BYU,Texas State,52,14
2020-10-25,San Diego State,UNLV,34,6
2020-10-25,San José State,Air Force,17,6
2020-10-29,Georgia Southern,South Alabama,24,17
2020-10-30,Fresno State,Colorado State,38,17
2020-10-30,Maryland,Minnesota,45,44
2020-10-31,Tulsa,East Carolina,34,30
2020-10-31,Wyoming,Hawai'i,31,7
2020-10-31,Kentucky,Georgia,3,14
2020-10-31,Michigan,Michigan State,24,27
2020-10-31,Kansas,Iowa State,22,52
2020-10-31,Florida Atlantic,UTSA,24,3
2020-10-31,Georgia State,Coastal Carolina,0,51
2020-10-31,Tulane,Temple,38,3
2020-10-31,Syracuse,Wake Forest,14,38
2020-10-31,Illinois,Purdue,24,31
2020-10-31,Clemson,Boston College,34,28
2020-10-31,West Virginia,Kansas State,37,10
2020-10-31,Cincinnati,Memphis,49,10
2020-10-31,Houston,UCF,21,44
2020-10-31,Arkansas State,Troy,10,38
2020-10-31,Southern Miss,Rice,6,30
2020-10-31,Louisiana Tech,UAB,37,34
2020-10-31,Rutgers,Indiana,21,37
2020-10-31,Iowa,Northwestern,20,21
2020-10-31,Georgia Tech,Notre Dame,13,31
2020-10-31,Baylor,TCU,23,33
2020-10-31,Auburn,LSU,48,11
2020-10-31,Oklahoma State,Texas,34,41
2020-10-31,Vanderbilt,Ole Miss,21,54
2020-10-31,UL Monroe,App State,13,31
2020-10-31,Louisville,Virginia Tech,35,42
2020-10-31,Air Force,Boise State,30,49
2020-10-31,Alabama,Mississippi State,41,0
2020-10-31,Duke,Charlotte,53,19
2020-10-31,New Mexico,San José State,21,38
2020-10-31,Florida,Missouri,41,17
2020-10-31,SMU,Navy,51,37
2020-10-31,Penn State,Ohio State,25,38
2020-10-31,Texas A&M,Arkansas,42,31
2020-11-01,Texas State,Louisiana,34,44
2020-11-01,Virginia,North Carolina,44,41
2020-11-01,Texas Tech,Oklahoma,28,62
2020-11-01,Utah State,San Diego State,7,38
2020-11-01,BYU,Western Kentucky,41,10
2020-11-01,UNLV,Nevada,19,37
2020-11-04,Akron,Western Michigan,13,58
2020-11-04,Kent State,Eastern Michigan,27,23
2020-11-05,Miami (OH),Ball State,38,31
2020-11-05,Northern Illinois,Buffalo,30,49
2020-11-05,Central Michigan,Ohio,30,27
2020-11-05,Toledo,Bowling Green,38,3
2020-11-06,Nevada,Utah State,34,9
2020-11-06,Colorado State,Wyoming,34,24
2020-11-07,NC State,Miami,41,44
2020-11-07,San Diego State,San José State,17,28
2020-11-07,Boise State,BYU,17,51
2020-11-07,USC,Arizona State,28,27
2020-11-07,Duke,North Carolina,24,56
2020-11-07,Louisiana,Arkansas State,27,20
2020-11-07,Indiana,Michigan,38,21
2020-11-07,Northwestern,Nebraska,21,13
2020-11-07,Iowa,Michigan State,49,7
2020-11-07,Temple,SMU,23,47
2020-11-07,East Carolina,Tulane,21,38
2020-11-07,Memphis,South Florida,34,33
2020-11-07,Virginia Tech,Liberty,35,38
2020-11-07,Georgia State,UL Monroe,52,34
2020-11-07,Texas,West Virginia,17,13
2020-11-07,Georgia Southern,Troy,20,13
2020-11-07,Syracuse,Boston College,13,16
2020-11-07,Marshall,Massachusetts,51,10
2020-11-07,Southern Miss,North Alabama,24,13
2020-11-07,Texas State,App State,17,38
2020-11-07,Mississippi State,Vanderbilt,24,17
2020-11-07,Cincinnati,Houston,38,10
2020-11-07,TCU,Texas Tech,34,18
2020-11-07,Oklahoma,Kansas,62,9
2020-11-07,Illinois,Minnesota,14,41
2020-11-07,Penn State,Maryland,19,35
2020-11-07,UNLV,Fresno State,27,40
2020-11-07,Georgia,Florida,28,44
2020-11-07,Florida State,Pittsburgh,17,41
2020-11-07,Kansas State,Oklahoma State,18,20
2020-11-07,Florida Atlantic,Western Kentucky,10,6
2020-11-08,Iowa State,Baylor,38,31
2020-11-08,Colorado,UCLA,48,42
2020-11-08,South Carolina,Texas A&M,3,48
2020-11-08,Ohio State,Rutgers,49,27
2020-11-08,Notre Dame,Clemson,47,40
2020-11-08,Oregon,Stanford,35,14
2020-11-08,Arkansas,Tennessee,24,13
2020-11-08,Coastal Carolina,South Alabama,23,6
2020-11-08,Oregon State,Washington State,28,38
2020-11-08,Hawai'i,New Mexico,39,33
2020-11-11,Ohio,Akron,24,10
2020-11-11,Bowling Green,Kent State,24,62
2020-11-11,Buffalo,Miami (OH),42,10
2020-11-12,Ball State,Eastern Michigan,38,31
2020-11-12,Northern Illinois,Central Michigan,10,40
2020-11-12,Western Michigan,Toledo,41,38
2020-11-13,Boise State,Colorado State,52,21
2020-11-14,Minnesota,Iowa,7,35
2020-11-14,Florida International,Florida Atlantic,19,38
2020-11-14,Cincinnati,East Carolina,55,17
2020-11-14,Liberty,Western Carolina,58,14
2020-11-14,Michigan State,Indiana,0,24
2020-11-14,Kentucky,Vanderbilt,38,35
2020-11-14,Nebraska,Penn State,30,23
2020-11-14,Virginia Tech,Miami,24,25
2020-11-14,North Carolina,Wake Forest,59,53
2020-11-14,West Virginia,TCU,24,6
2020-11-14,Tulane,Army,38,12
2020-11-14,Marshall,Middle Tennessee,42,14
2020-11-14,Rutgers,Illinois,20,23
2020-11-14,Louisiana,South Alabama,38,10
2020-11-14,App State,Georgia State,17,13
2020-11-14,Utah State,Fresno State,16,35
2020-11-14,UTSA,UTEP,52,21
2020-11-14,Virginia,Louisville,31,17
2020-11-14,Houston,South Florida,56,21
2020-11-14,Georgia Southern,Texas State,40,38
2020-11-14,Stanford,Colorado,32,35
2020-11-14,Arizona,USC,30,34
2020-11-14,Boston College,Notre Dame,31,45
2020-11-14,Western Kentucky,Southern Miss,10,7
2020-11-14,San Diego State,Hawai'i,34,10
2020-11-14,Texas Tech,Baylor,24,23
2020-11-14,Purdue,Northwestern,20,27
2020-11-14,New Mexico,Nevada,20,27
2020-11-15,Tulsa,SMU,28,24
2020-11-15,Washington State,Oregon,29,43
2020-11-15,Florida,Arkansas,63,35
2020-11-15,Michigan,Wisconsin,11,49
2020-11-15,Ole Miss,South Carolina,59,42
2020-11-15,NC State,Florida State,38,22
2020-11-15,UCF,Temple,38,13
2020-11-15,San José State,UNLV,34,17
2020-11-15,Washington,Oregon State,27,21
2020-11-15,UCLA,California,34,10
2020-11-18,Bowling Green,Buffalo,17,42
2020-11-18,Kent State,Akron,69,35
2020-11-19,Central Michigan,Western Michigan,44,52
2020-11-19,Eastern Michigan,Toledo,28,45
2020-11-19,Ball State,Northern Illinois,31,25
2020-11-20,Tulsa,Tulane,30,24
2020-11-21,Louisville,Syracuse,30,0
2020-11-21,Minnesota,Purdue,34,31
2020-11-21,Florida Atlantic,Massachusetts,24,2
2020-11-21,Air Force,New Mexico,28,0
2020-11-21,Temple,East Carolina,3,28
2020-11-21,Ohio State,Indiana,42,35
2020-11-21,Memphis,Stephen F. Austin,56,14
2020-11-21,Vanderbilt,Florida,17,38
2020-11-21,Arkansas,LSU,24,27
2020-11-21,Coastal Carolina,App State,34,23
2020-11-21,Nebraska,Illinois,23,41
2020-11-21,Army,Georgia Southern,28,27
2020-11-21,Texas State,Arkansas State,47,45
2020-11-21,Western Kentucky,Florida International,38,21
2020-11-21,North Texas,Rice,27,17
2020-11-21,Southern Miss,UTSA,20,23
2020-11-21,BYU,North Alabama,66,14
2020-11-21,UCF,Cincinnati,33,36
2020-11-21,Troy,Middle Tennessee,17,20
2020-11-21,South Alabama,Georgia State,14,31
2020-11-21,Northwestern,Wisconsin,17,7
2020-11-21,Penn State,Iowa,21,41
2020-11-21,Oregon,UCLA,38,35
2020-11-21,Oregon State,California,31,27
2020-11-21,Nevada,San Diego State,26,21
2020-11-21,Pittsburgh,Virginia Tech,47,14
2020-11-21,Alabama,Kentucky,63,3
2020-11-21,Iowa State,Kansas State,45,0
2020-11-21,Virginia,Abilene Christian,55,15
2020-11-22,Auburn,Tennessee,30,17
2020-11-22,Oklahoma,Oklahoma State,41,13
2020-11-22,NC State,Liberty,15,14
2020-11-22,Rutgers,Michigan,42,48
2020-11-22,Georgia,Mississippi State,31,24
2020-11-22,South Carolina,Missouri,10,17
2020-11-22,Washington,Arizona,44,27
2020-11-22,Utah,USC,17,33
2020-11-22,Hawai'i,Boise State,32,40
2020-11-27,Utah State,New Mexico,41,27
2020-11-27,Texas,Iowa State,20,23
2020-11-27,Liberty,Massachusetts,45,0
2020-11-27,Iowa,Nebraska,26,20
2020-11-27,South Florida,UCF,46,58
2020-11-27,North Carolina,Notre Dame,17,31
2020-11-27,UNLV,Wyoming,14,45
2020-11-27,Eastern Michigan,Central Michigan,23,31
2020-11-27,California,Stanford,23,24
2020-11-28,Oregon State,Oregon,41,38
2020-11-28,Buffalo,Kent State,70,41
2020-11-28,Missouri,Vanderbilt,41,0
2020-11-28,Florida,Kentucky,34,10
2020-11-28,East Carolina,SMU,52,38
2020-11-28,Georgia State,Georgia Southern,30,24
2020-11-28,Oklahoma State,Texas Tech,50,44
2020-11-28,Michigan,Penn State,17,27
2020-11-28,Toledo,Ball State,24,27
2020-11-28,Syracuse,NC State,29,36
2020-11-28,Ohio,Bowling Green,52,10
2020-11-28,Western Michigan,Northern Illinois,30,27
2020-11-28,Indiana,Maryland,27,11
2020-11-28,Akron,Miami (OH),7,38
2020-11-28,Arkansas State,South Alabama,31,38
2020-11-28,UTSA,North Texas,49,17
2020-11-28,UL Monroe,Louisiana,20,70
2020-11-28,Texas State,Coastal Carolina,14,49
2020-11-28,Alabama,Auburn,42,13
2020-11-28,Clemson,Pittsburgh,52,17
2020-11-28,App State,Troy,47,10
2020-11-28,Michigan State,Northwestern,29,20
2020-11-28,Ole Miss,Mississippi State,31,24
2020-11-28,Purdue,Rutgers,30,37
2020-11-28,Boston College,Louisville,34,27
2020-11-28,Colorado,San Diego State,20,10
2020-11-29,Navy,Memphis,7,10
2020-11-29,Baylor,Kansas State,32,31
2020-11-29,Texas A&M,LSU,20,7
2020-11-29,Georgia Tech,Duke,56,33
2020-11-29,Washington,Utah,24,21
2020-11-29,South Carolina,Georgia,16,45
2020-11-29,Kansas,TCU,23,59
2020-11-29,UCLA,Arizona,27,10
2020-11-29,Hawai'i,Nevada,24,21
2020-12-03,North Texas,Louisiana Tech,31,42
2020-12-04,Utah State,Air Force,7,35
2020-12-05,App State,Louisiana,21,24
2020-12-05,Marshall,Rice,0,20
2020-12-05,Kansas State,Texas,31,69
2020-12-05,Auburn,Texas A&M,20,31
2020-12-05,Purdue,Nebraska,27,37
2020-12-05,North Carolina,Western Carolina,49,9
2020-12-05,Missouri,Arkansas,50,48
2020-12-05,Tulane,Memphis,35,21
2020-12-05,TCU,Oklahoma State,29,22
2020-12-05,Rutgers,Penn State,7,23
2020-12-05,Michigan State,Ohio State,12,52
2020-12-05,Northern Illinois,Toledo,24,41
2020-12-05,Texas Tech,Kansas,16,13
2020-12-05,Akron,Bowling Green,31,3
2020-12-05,Western Michigan,Eastern Michigan,42,53
2020-12-05,Central Michigan,Ball State,20,45
2020-12-05,South Alabama,Troy,0,29
2020-12-05,Notre Dame,Syracuse,45,21
2020-12-05,Arkansas State,UL Monroe,48,15
2020-12-05,Illinois,Iowa,21,35
2020-12-05,Navy,Tulsa,6,19
2020-12-05,Iowa State,West Virginia,42,6
2020-12-05,Wisconsin,Indiana,6,14
2020-12-05,Tennessee,Florida,19,31
2020-12-05,Virginia,Boston College,43,32
2020-12-05,Washington,Stanford,26,31
2020-12-05,NC State,Georgia Tech,23,13
2020-12-05,Coastal Carolina,BYU,22,17
2020-12-05,San José State,Hawai'i,35,24
2020-12-05,Georgia Southern,Florida Atlantic,20,3
2020-12-06,San Diego State,Colorado State,29,17
2020-12-06,California,Oregon,21,17
2020-12-06,Arizona,Colorado,13,24
2020-12-06,Virginia Tech,Clemson,10,45
2020-12-06,Kentucky,South Carolina,41,18
2020-12-06,Oklahoma,Baylor,27,14
2020-12-06,Duke,Miami,0,48
2020-12-06,LSU,Alabama,17,55
2020-12-06,Nevada,Fresno State,37,26
2020-12-06,Arizona State,UCLA,18,25
2020-12-06,Utah,Oregon State,30,24
2020-12-06,New Mexico,Wyoming,17,16
2020-12-06,Charlotte,Western Kentucky,19,37
2020-12-07,USC,Washington State,38,13
2020-12-10,Southern Miss,Florida Atlantic,45,31
2020-12-11,Georgia Tech,Pittsburgh,20,34
2020-12-11,UTEP,North Texas,43,45
2020-12-12,Arizona,Arizona State,7,70
2020-12-12,San José State,Nevada,30,20
2020-12-12,Northwestern,Illinois,28,10
2020-12-12,Penn State,Michigan State,39,24
2020-12-12,Nebraska,Minnesota,17,24
2020-12-12,Louisville,Wake Forest,45,21
2020-12-12,Colorado,Utah,21,38
2020-12-12,Eastern Michigan,Northern Illinois,41,33
2020-12-12,Ball State,Western Michigan,30,27
2020-12-12,Maryland,Rutgers,24,27
2020-12-12,Missouri,Georgia,14,49
2020-12-12,Arkansas,Alabama,3,52
2020-12-12,Rice,UAB,16,21
2020-12-12,Buffalo,Akron,56,7
2020-12-12,Troy,Coastal Carolina,38,42
2020-12-12,Toledo,Central Michigan,24,23
2020-12-12,Army,Navy,15,0
2020-12-12,Iowa,Wisconsin,28,7
2020-12-12,Miami,North Carolina,26,62
2020-12-12,Memphis,Houston,30,27
2020-12-12,Baylor,Oklahoma State,3,42
2020-12-12,Vanderbilt,Tennessee,17,42
2020-12-12,Florida State,Duke,56,35
2020-12-12,Georgia Southern,App State,26,34
2020-12-12,Wyoming,Boise State,9,17
2020-12-13,Florida,LSU,34,37
2020-12-13,TCU,Louisiana Tech,52,10
2020-12-13,Mississippi State,Auburn,10,24
2020-12-13,UCLA,USC,38,43
2020-12-13,Virginia Tech,Virginia,33,15
2020-12-13,BYU,San Diego State,28,14
2020-12-13,Oregon State,Stanford,24,27
2020-12-13,New Mexico,Fresno State,49,39
2020-12-13,Hawai'i,UNLV,38,21
2020-12-19,Marshall,UAB,13,22
2020-12-19,Rutgers,Nebraska,21,28
2020-12-19,Buffalo,Ball State,28,38
2020-12-19,USC,Oregon,24,31
2020-12-19,Iowa State,Oklahoma,21,27
2020-12-19,Ohio State,Northwestern,22,10
2020-12-19,Tennessee,Texas A&M,13,34
2020-12-19,Utah,Washington State,45,28
2020-12-19,Army,Air Force,10,7
2020-12-19,Mississippi State,Missouri,51,32
2020-12-19,LSU,Ole Miss,53,48
2020-12-19,Wisconsin,Minnesota,20,17
2020-12-19,Notre Dame,Clemson,10,34
2020-12-19,San José State,Boise State,34,20
2020-12-19,Penn State,Illinois,56,21
2020-12-20,UCLA,Stanford,47,48
2020-12-20,Florida,Alabama,46,52
2020-12-20,Cincinnati,Tulsa,27,24
2020-12-20,Oregon State,Arizona State,33,46
2020-12-21,North Texas,App State,28,56
2020-12-22,Nevada,Tulane,38,27
2020-12-23,BYU,UCF,49,23
2020-12-23,Georgia Southern,Louisiana Tech,38,3
2020-12-24,Florida Atlantic,Memphis,10,25
2020-12-24,Houston,Hawai'i,14,28
2020-12-25,Buffalo,Marshall,17,10
2020-12-26,UTSA,Louisiana,24,31
2020-12-26,Georgia State,Western Kentucky,39,21
2020-12-27,Coastal Carolina,Liberty,34,37
2020-12-29,Miami,Oklahoma State,34,37
2020-12-30,Colorado,Texas,23,55
2020-12-30,Wisconsin,Wake Forest,42,28
2020-12-31,Oklahoma,Florida,55,20
2020-12-31,Mississippi State,Tulsa,28,26
2020-12-31,San José State,Ball State,13,34
2020-12-31,Army,West Virginia,21,24
2021-01-01,Georgia,Cincinnati,24,21
2021-01-01,Northwestern,Auburn,35,19
2021-01-01,Alabama,Notre Dame,31,14
2021-01-02,Clemson,Ohio State,28,49
2021-01-02,Kentucky,NC State,23,21
2021-01-02,Indiana,Ole Miss,20,26
2021-01-02,Iowa State,Oregon,34,17
2021-01-03,North Carolina,Texas A&M,27,41
2021-01-12,Alabama,Ohio State,52,24
