date,home_team,away_team,home_score,away_score
2023-11-04,North Texas,UTSA,29,37
2023-11-04,Arkansas State,Louisiana,37,17
2023-11-04,Memphis,South Florida,59,50
2023-11-04,Louisville,Virginia Tech,34,3
2023-11-04,Baylor,Houston,24,25
2023-11-04,Northwestern,Iowa,7,10
2023-11-04,Cincinnati,UCF,26,28
2023-11-04,Massachusetts,Merrimack,31,21
2023-11-04,Maryland,Penn State,15,51
2023-11-04,Georgia State,James Madison,14,42
2023-11-04,Oklahoma State,Oklahoma,27,24
2023-11-04,Georgia,Missouri,30,21
2023-11-04,East Carolina,Tulane,10,13
2023-11-04,Minnesota,Illinois,26,27
2023-11-04,Old Dominion,Coastal Carolina,24,28
2023-11-04,Pittsburgh,Florida State,7,24
2023-11-04,Southern Miss,UL Monroe,24,7
2023-11-04,Nevada,Hawai'i,14,27
2023-11-04,Vanderbilt,Auburn,15,31
2023-11-04,Tulsa,Charlotte,26,33
2023-11-04,Texas State,Georgia Southern,45,24
2023-11-04,Oregon,California,63,19
2023-11-04,New Mexico State,Middle Tennessee,13,7
2023-11-04,App State,Marshall,31,9
2023-11-04,New Mexico,UNLV,14,56
2023-11-04,Liberty,Louisiana Tech,56,30
2023-11-04,Iowa State,Kansas,21,28
2023-11-04,San Diego State,Utah State,24,32
2023-11-04,West Virginia,BYU,37,7
2023-11-04,Rice,SMU,31,36
2023-11-04,Michigan,Purdue,41,13
2023-11-04,USC,Washington,42,52
2023-11-04,Mississippi State,Kentucky,3,24
2023-11-04,Alabama,LSU,42,28
2023-11-05,NC State,Miami,20,6
2023-11-05,UTEP,Western Kentucky,13,21
2023-11-05,Washington State,Stanford,7,10
2023-11-05,Colorado,Oregon State,19,26
2023-11-05,Fresno State,Boise State,37,30
2023-11-05,Arizona,UCLA,27,10
2023-11-08,Western Michigan,Central Michigan,38,28
2023-11-08,Northern Illinois,Ball State,17,20
2023-11-08,Buffalo,Ohio,10,20
2023-11-09,Kent State,Bowling Green,19,49
2023-11-09,Miami (OH),Akron,19,0
2023-11-09,Toledo,Eastern Michigan,49,23
2023-11-10,Louisiana,Southern Miss,31,34
2023-11-10,Louisville,Virginia,31,24
2023-11-11,SMU,North Texas,45,21
2023-11-11,UNLV,Wyoming,34,14
2023-11-11,Boston College,Virginia Tech,22,48
2023-11-11,Army,Holy Cross,17,14
2023-11-11,Penn State,Michigan,15,24
2023-11-11,South Florida,Temple,27,23
2023-11-11,Clemson,Georgia Tech,42,21
2023-11-11,Illinois,Indiana,48,45
2023-11-11,Kentucky,Alabama,21,49
2023-11-11,Nebraska,Maryland,10,13
2023-11-11,Kansas,Texas Tech,13,16
2023-11-11,South Carolina,Vanderbilt,47,6
2023-11-11,Tulane,Tulsa,24,22
2023-11-11,Liberty,Old Dominion,38,10
2023-11-11,Wake Forest,NC State,6,26
2023-11-11,Colorado,Arizona,31,34
2023-11-11,James Madison,UConn,44,6
2023-11-11,Charlotte,Memphis,38,44
2023-11-11,UL Monroe,Troy,14,45
2023-11-11,Georgia State,App State,14,42
2023-11-11,Louisiana Tech,Sam Houston,27,42
2023-11-11,Kansas State,Baylor,59,25
2023-11-11,Utah State,Nevada,41,24
2023-11-11,UCF,Oklahoma State,45,3
2023-11-11,Syracuse,Pittsburgh,28,13
2023-11-11,Western Kentucky,New Mexico State,29,38
2023-11-11,Iowa,Rutgers,22,0
2023-11-11,Florida State,Miami,27,20
2023-11-11,Coastal Carolina,Texas State,31,23
2023-11-11,Purdue,Minnesota,49,30
2023-11-11,Wisconsin,Northwestern,10,24
2023-11-11,Navy,UAB,31,6
2023-11-11,Washington,Utah,35,28
2023-11-11,Missouri,Tennessee,36,7
2023-11-11,Middle Tennessee,Florida International,40,6
2023-11-11,Arkansas,Auburn,10,48
2023-11-11,Florida Atlantic,East Carolina,7,22
2023-11-11,California,Washington State,42,39
2023-11-11,South Alabama,Arkansas State,21,14
2023-11-11,Oregon State,Stanford,62,17
2023-11-12,Oklahoma,West Virginia,59,20
2023-11-12,Colorado State,San Diego State,22,19
2023-11-12,Houston,Cincinnati,14,24
2023-11-12,Marshall,Georgia Southern,38,33
2023-11-12,Georgia,Ole Miss,52,17
2023-11-12,LSU,Florida,52,35
2023-11-12,UTSA,Rice,34,14
2023-11-12,Texas A&M,Mississippi State,51,10
2023-11-12,Ohio State,Michigan State,38,3
2023-11-12,TCU,Texas,26,29
2023-11-12,North Carolina,Duke,47,45
2023-11-12,UCLA,Arizona State,7,17
2023-11-12,Boise State,New Mexico,42,14
2023-11-12,BYU,Iowa State,13,45
2023-11-12,San José State,Fresno State,42,18
2023-11-12,Oregon,USC,36,27
2023-11-12,Hawai'i,Air Force,27,13
2023-11-15,Northern Illinois,Western Michigan,24,0
2023-11-15,Eastern Michigan,Akron,30,27
2023-11-15,Bowling Green,Toledo,31,32
2023-11-16,Ohio,Central Michigan,34,20
2023-11-16,Miami (OH),Buffalo,23,10
2023-11-17,Pittsburgh,Boston College,24,16
2023-11-18,UTSA,South Florida,49,21
2023-11-18,Washington State,Colorado,56,14
2023-11-18,UConn,Sacred Heart,31,3
2023-11-18,Penn State,Rutgers,27,6
2023-11-18,Alabama,Chattanooga,66,10
2023-11-18,Navy,East Carolina,10,0
2023-11-18,Texas A&M,Abilene Christian,38,10
2023-11-18,Mississippi State,Southern Miss,41,20
2023-11-18,Army,Coastal Carolina,28,21
2023-11-18,Ole Miss,UL Monroe,35,3
2023-11-18,Memphis,SMU,34,38
2023-11-18,Maryland,Michigan,24,31
2023-11-18,Northwestern,Purdue,23,15
2023-11-18,BYU,Oklahoma,24,31
2023-11-18,Florida Atlantic,Tulane,8,24
2023-11-18,Miami,Louisville,31,38
2023-11-18,Indiana,Michigan State,21,24
2023-11-18,Liberty,Massachusetts,49,25
2023-11-18,Wyoming,Hawai'i,42,9
2023-11-18,James Madison,App State,23,26
2023-11-18,Jacksonville State,Louisiana Tech,56,17
2023-11-18,Charlotte,Rice,7,28
2023-11-18,Middle Tennessee,UTEP,34,30
2023-11-18,Ball State,Kent State,34,3
2023-11-18,West Virginia,Cincinnati,42,21
2023-11-18,Arizona,Utah,42,18
2023-11-18,Virginia,Duke,30,27
2023-11-18,UAB,Temple,34,24
2023-11-18,Tulsa,North Texas,28,35
2023-11-18,Colorado State,Nevada,30,20
2023-11-18,Arkansas State,Texas State,77,31
2023-11-18,Tennessee,Georgia,10,38
2023-11-18,Western Kentucky,Sam Houston,28,23
2023-11-18,USC,UCLA,20,38
2023-11-18,Notre Dame,Wake Forest,45,7
2023-11-18,Troy,Louisiana,31,24
2023-11-18,TCU,Baylor,42,17
2023-11-18,Virginia Tech,NC State,28,35
2023-11-18,Air Force,UNLV,27,31
2023-11-18,Clemson,North Carolina,31,20
2023-11-18,Iowa,Illinois,15,13
2023-11-18,Arizona State,Oregon,13,49
2023-11-18,Auburn,New Mexico State,10,31
2023-11-18,Ohio State,Minnesota,37,3
2023-11-18,Houston,Oklahoma State,30,43
2023-11-18,Texas Tech,UCF,24,23
2023-11-18,South Alabama,Marshall,28,0
2023-11-18,Georgia Southern,Old Dominion,17,20
2023-11-18,Stanford,California,15,27
2023-11-18,Florida State,North Alabama,58,13
2023-11-19,Kansas,Kansas State,27,31
2023-11-19,Utah State,Boise State,10,45
2023-11-19,South Carolina,Kentucky,17,14
2023-11-19,Missouri,Florida,33,31
2023-11-19,Oregon State,Washington,20,22
2023-11-19,Arkansas,Florida International,44,20
2023-11-19,Wisconsin,Nebraska,24,17
2023-11-19,Iowa State,Texas,16,26
2023-11-19,Georgia Tech,Syracuse,31,22
2023-11-19,LSU,Georgia State,56,14
2023-11-19,San José State,San Diego State,24,13
2023-11-19,Fresno State,New Mexico,17,25
2023-11-22,Western Michigan,Bowling Green,10,34
2023-11-22,Buffalo,Eastern Michigan,11,24
2023-11-24,Mississippi State,Ole Miss,7,17
2023-11-24,Akron,Ohio,14,25
2023-11-24,Central Michigan,Toledo,17,32
2023-11-24,Boston College,Miami,20,45
2023-11-24,Nebraska,Iowa,10,13
2023-11-24,Temple,Memphis,21,45
2023-11-24,Oklahoma,TCU,69,45
2023-11-24,New Mexico,Utah State,41,44
2023-11-24,Tulane,UTSA,29,16
2023-11-24,Boise State,Air Force,27,19
2023-11-24,Arkansas,Missouri,14,48
2023-11-25,Michigan State,Penn State,0,42
2023-11-25,Texas,Texas Tech,57,7
2023-11-25,Oregon,Oregon State,31,7
2023-11-25,Sam Houston,Middle Tennessee,23,20
2023-11-25,Purdue,Indiana,35,31
2023-11-25,Michigan,Ohio State,30,24
2023-11-25,Louisville,Kentucky,31,38
2023-11-25,LSU,Texas A&M,42,30
2023-11-25,Kent State,Northern Illinois,27,37
2023-11-25,Ball State,Miami (OH),15,17
2023-11-25,Massachusetts,UConn,18,31
2023-11-25,Duke,Pittsburgh,30,19
2023-11-25,UCF,Houston,27,13
2023-11-25,SMU,Navy,59,14
2023-11-25,Southern Miss,Troy,17,35
2023-11-25,Rice,Florida Atlantic,24,21
2023-11-25,Syracuse,Wake Forest,35,31
2023-11-25,East Carolina,Tulsa,27,29
2023-11-25,Old Dominion,Georgia State,25,24
2023-11-25,North Texas,UAB,45,42
2023-11-25,Louisiana,UL Monroe,52,21
2023-11-25,UNLV,San José State,31,37
2023-11-25,Florida International,Western Kentucky,28,41
2023-11-25,Utah,Colorado,23,17
2023-11-25,Auburn,Alabama,24,27
2023-11-25,Rutgers,Maryland,24,42
2023-11-25,Minnesota,Wisconsin,14,28
2023-11-25,Illinois,Northwestern,43,45
2023-11-25,Tennessee,Vanderbilt,48,24
2023-11-25,UTEP,Liberty,28,42
2023-11-25,Coastal Carolina,James Madison,14,56
2023-11-25,Marshall,Arkansas State,35,21
2023-11-25,Virginia,Virginia Tech,17,55
2023-11-25,App State,Georgia Southern,55,27
2023-11-25,Oklahoma State,BYU,40,34
2023-11-25,Arizona State,Arizona,23,59
2023-11-25,Washington,Washington State,24,21
2023-11-25,New Mexico State,Jacksonville State,20,17
2023-11-26,Florida,Florida State,15,24
2023-11-26,Baylor,West Virginia,31,34
2023-11-26,Texas State,South Alabama,52,44
2023-11-26,Stanford,Notre Dame,23,56
2023-11-26,South Carolina,Clemson,7,16
2023-11-26,South Florida,Charlotte,48,14
2023-11-26,Georgia Tech,Georgia,23,31
2023-11-26,Cincinnati,Kansas,16,49
2023-11-26,Kansas State,Iowa State,35,42
2023-11-26,NC State,North Carolina,39,20
2023-11-26,Nevada,Wyoming,6,42
2023-11-26,San Diego State,Fresno State,33,18
2023-11-26,UCLA,California,7,33
2023-11-26,Hawai'i,Colorado State,27,24
2023-12-02,Liberty,New Mexico State,49,35
2023-12-02,Washington,Oregon,34,31
2023-12-02,Texas,Oklahoma State,49,21
2023-12-02,Toledo,Miami (OH),14,23
2023-12-02,UNLV,Boise State,20,44
2023-12-02,Troy,App State,49,23
2023-12-02,Tulane,SMU,14,26
2023-12-02,Alabama,Georgia,27,24
2023-12-03,Iowa,Michigan,0,26
2023-12-03,Florida State,Louisville,16,6
2023-12-09,Army,Navy,17,11
2023-12-16,Ohio,Georgia Southern,41,21
2023-12-16,Louisiana,Jacksonville State,31,34
2023-12-16,App State,Miami (OH),13,9
2023-12-16,Fresno State,New Mexico State,37,10
2023-12-17,Boise State,UCLA,22,35
2023-12-17,Texas Tech,California,34,14
2023-12-18,Old Dominion,Western Kentucky,35,38
2023-12-20,Marshall,UTSA,17,35
2023-12-22,Syracuse,South Florida,0,45
2023-12-22,UCF,Georgia Tech,17,30
2023-12-23,Duke,Troy,17,10
2023-12-23,Northern Illinois,Arkansas State,21,19
2023-12-23,Utah State,Georgia State,22,45
2023-12-23,Air Force,James Madison,31,21
2023-12-24,Eastern Michigan,South Alabama,10,59
2023-12-24,Northwestern,Utah,14,7
2023-12-24,San José State,Coastal Carolina,14,24
2023-12-26,Minnesota,Bowling Green,30,24
2023-12-26,Rice,Texas State,21,45
2023-12-27,UNLV,Kansas,36,49
2023-12-27,Tulane,Virginia Tech,20,41
2023-12-27,West Virginia,North Carolina,30,10
2023-12-28,USC,Louisville,42,28
2023-12-28,Oklahoma State,Texas A&M,31,23
2023-12-28,Boston College,SMU,23,14
2023-12-28,Miami,Rutgers,24,31
2023-12-28,Kansas State,NC State,28,19
2023-12-29,Oklahoma,Arizona,24,38
2023-12-29,Kentucky,Clemson,35,38
2023-12-29,Notre Dame,Oregon State,40,8
2023-12-29,Iowa State,Memphis,26,36
2023-12-30,Ohio State,Missouri,3,14
2023-12-30,Penn State,Ole Miss,25,38
2023-12-30,Maryland,Auburn,31,13
2023-12-30,Florida State,Georgia,3,63
2023-12-30,Wyoming,Toledo,16,15
2024-01-01,LSU,Wisconsin,35,31
2024-01-01,Oregon,Liberty,45,6
2024-01-01,Tennessee,Iowa,35,0
2024-01-01,Michigan,Alabama,27,20
2024-01-02,Washington,Texas,37,31
2024-01-09,Michigan,Washington,34,13
