date,home_team,away_team,home_score,away_score
2022-11-05,UAB,UTSA,38,44
2022-11-05,Georgia,Tennessee,27,13
2022-11-05,Pittsburgh,Syracuse,19,9
2022-11-05,Kansas,Oklahoma State,37,16
2022-11-05,Arkansas,Liberty,19,21
2022-11-05,North Texas,Florida International,52,14
2022-11-05,Cincinnati,Navy,20,10
2022-11-05,Georgia Southern,South Alabama,31,38
2022-11-05,UL Monroe,Texas State,31,30
2022-11-05,Louisiana,Troy,17,23
2022-11-05,San Diego State,UNLV,14,10
2022-11-05,Kansas State,Texas,27,34
2022-11-05,Boise State,BYU,28,31
2022-11-05,SMU,Houston,77,63
2022-11-05,LSU,Alabama,32,31
2022-11-05,Louisville,James Madison,34,10
2022-11-05,Notre Dame,Clemson,35,14
2022-11-05,Rutgers,Michigan,17,52
2022-11-05,Vanderbilt,South Carolina,27,38
2022-11-05,Mississippi State,Auburn,39,33
2022-11-05,Utah,Arizona,45,20
2022-11-05,Miami,Florida State,3,45
2022-11-06,NC State,Wake Forest,30,21
2022-11-06,Arizona State,UCLA,36,50
2022-11-06,Fresno State,Hawai'i,55,13
2022-11-06,USC,California,41,35
2022-11-06,San José State,Colorado State,28,16
2022-11-09,Akron,Eastern Michigan,28,34
2022-11-09,Miami (OH),Ohio,21,37
2022-11-09,Toledo,Ball State,28,21
2022-11-10,Bowling Green,Kent State,6,40
2022-11-10,Central Michigan,Buffalo,31,27
2022-11-10,Western Michigan,Northern Illinois,21,24
2022-11-11,Memphis,Tulsa,26,10
2022-11-11,Louisiana,Georgia Southern,36,17
2022-11-12,Cincinnati,East Carolina,27,25
2022-11-12,USC,Colorado,55,17
2022-11-12,UNLV,Fresno State,30,37
2022-11-12,Michigan State,Rutgers,27,21
2022-11-12,Arkansas,LSU,10,13
2022-11-12,Navy,Notre Dame,32,35
2022-11-12,Ohio State,Indiana,56,14
2022-11-12,Virginia,Pittsburgh,7,37
2022-11-12,Duke,Virginia Tech,24,7
2022-11-12,West Virginia,Oklahoma,23,20
2022-11-12,Kentucky,Vanderbilt,21,24
2022-11-12,Tennessee,Missouri,66,24
2022-11-12,South Florida,SMU,23,41
2022-11-12,Illinois,Purdue,24,31
2022-11-12,UConn,Liberty,36,33
2022-11-12,Old Dominion,James Madison,3,37
2022-11-12,Georgia State,UL Monroe,28,31
2022-11-12,Western Kentucky,Rice,45,10
2022-11-12,New Mexico State,Lamar,51,14
2022-11-12,Houston,Temple,43,36
2022-11-12,Arkansas State,Massachusetts,35,33
2022-11-12,Ole Miss,Alabama,24,30
2022-11-12,Oklahoma State,Iowa State,20,14
2022-11-12,Washington State,Arizona State,28,18
2022-11-12,Minnesota,Northwestern,31,3
2022-11-12,Michigan,Nebraska,34,3
2022-11-12,Clemson,Louisville,31,16
2022-11-12,Georgia Tech,Miami,14,35
2022-11-12,NC State,Boston College,20,21
2022-11-12,Middle Tennessee,Charlotte,24,14
2022-11-12,UAB,North Texas,41,21
2022-11-12,Iowa,Wisconsin,24,10
2022-11-12,Marshall,App State,28,21
2022-11-12,UTSA,Louisiana Tech,51,7
2022-11-12,Penn State,Maryland,30,0
2022-11-12,Troy,Army,10,9
2022-11-12,Air Force,New Mexico,35,3
2022-11-12,Tulane,UCF,31,38
2022-11-12,Florida,South Carolina,38,6
2022-11-12,South Alabama,Texas State,38,21
2022-11-13,Texas Tech,Kansas,43,28
2022-11-13,Colorado State,Wyoming,13,14
2022-11-13,Oregon,Washington,34,37
2022-11-13,Baylor,Kansas State,3,31
2022-11-13,Mississippi State,Georgia,19,45
2022-11-13,Florida International,Florida Atlantic,7,52
2022-11-13,Auburn,Texas A&M,13,10
2022-11-13,Texas,TCU,10,17
2022-11-13,Wake Forest,North Carolina,34,36
2022-11-13,Coastal Carolina,Southern Miss,26,23
2022-11-13,Syracuse,Florida State,3,38
2022-11-13,Oregon State,California,38,10
2022-11-13,Utah,Stanford,42,7
2022-11-13,UCLA,Arizona,28,34
2022-11-13,Nevada,Boise State,3,41
2022-11-13,San Diego State,San José State,43,27
2022-11-13,Hawai'i,Utah State,34,41
2022-11-16,Ball State,Ohio,18,32
2022-11-16,Toledo,Bowling Green,35,42
2022-11-16,Kent State,Eastern Michigan,24,31
2022-11-17,Northern Illinois,Miami (OH),23,29
2022-11-17,Central Michigan,Western Michigan,10,12
2022-11-18,Tulane,SMU,59,24
2022-11-19,Tulsa,South Florida,48,42
2022-11-19,New Mexico,San Diego State,10,34
2022-11-19,UCF,Navy,14,17
2022-11-19,Vanderbilt,Florida,31,24
2022-11-19,Texas A&M,Massachusetts,20,3
2022-11-19,Nebraska,Wisconsin,14,15
2022-11-19,Michigan State,Indiana,31,39
2022-11-19,Alabama,Austin Peay,34,0
2022-11-19,Purdue,Northwestern,17,9
2022-11-19,Mississippi State,East Tennessee State,56,7
2022-11-19,Baylor,TCU,28,29
2022-11-19,Pittsburgh,Duke,28,26
2022-11-19,Michigan,Illinois,19,17
2022-11-19,Florida State,Louisiana,49,17
2022-11-19,Liberty,Virginia Tech,22,23
2022-11-19,Army,UConn,34,17
2022-11-19,Rice,UTSA,7,41
2022-11-19,James Madison,Georgia State,42,40
2022-11-19,Memphis,North Alabama,59,0
2022-11-19,Arizona,Washington State,20,31
2022-11-19,West Virginia,Kansas State,31,48
2022-11-19,East Carolina,Houston,3,42
2022-11-19,Arizona State,Oregon State,7,31
2022-11-19,Notre Dame,Boston College,44,0
2022-11-19,App State,Old Dominion,27,14
2022-11-19,BYU,Utah Tech,52,26
2022-11-19,Kansas,Texas,14,55
2022-11-19,Maryland,Ohio State,30,43
2022-11-19,Louisville,NC State,25,10
2022-11-19,Charlotte,Louisiana Tech,26,21
2022-11-19,Troy,UL Monroe,34,16
2022-11-19,Kentucky,Georgia,6,16
2022-11-19,Middle Tennessee,Florida Atlantic,49,21
2022-11-19,Clemson,Miami,40,10
2022-11-19,Southern Miss,South Alabama,20,27
2022-11-19,Rutgers,Penn State,10,55
2022-11-19,UTEP,Florida International,40,6
2022-11-19,Minnesota,Iowa,10,13
2022-11-19,Temple,Cincinnati,3,23
2022-11-19,Auburn,Western Kentucky,41,17
2022-11-19,Texas State,Arkansas State,16,13
2022-11-19,North Carolina,Georgia Tech,17,21
2022-11-19,California,Stanford,27,20
2022-11-19,Georgia Southern,Marshall,10,23
2022-11-20,Iowa State,Texas Tech,10,14
2022-11-20,South Carolina,Tennessee,63,38
2022-11-20,Wyoming,Boise State,17,20
2022-11-20,Missouri,New Mexico State,45,14
2022-11-20,Arkansas,Ole Miss,42,27
2022-11-20,Oklahoma,Oklahoma State,28,13
2022-11-20,UCLA,USC,45,48
2022-11-20,Wake Forest,Syracuse,45,35
2022-11-20,LSU,UAB,41,10
2022-11-20,Air Force,Colorado State,24,12
2022-11-20,Washington,Colorado,54,7
2022-11-20,Utah State,San José State,35,31
2022-11-20,Oregon,Utah,20,17
2022-11-20,Nevada,Fresno State,14,41
2022-11-20,Hawai'i,UNLV,31,25
2022-11-23,Miami (OH),Ball State,18,17
2022-11-23,Ohio,Bowling Green,38,14
2022-11-25,Ole Miss,Mississippi State,22,24
2022-11-25,Western Michigan,Toledo,20,14
2022-11-25,Boise State,Utah State,42,23
2022-11-25,Eastern Michigan,Central Michigan,38,19
2022-11-25,Cincinnati,Tulane,24,27
2022-11-25,Texas,Baylor,38,27
2022-11-25,Arizona,Arizona State,38,35
2022-11-25,Missouri,Arkansas,29,27
2022-11-25,North Carolina,NC State,27,30
2022-11-25,Colorado State,New Mexico,17,0
2022-11-25,Iowa,Nebraska,17,24
2022-11-25,California,UCLA,28,35
2022-11-26,Florida State,Florida,45,38
2022-11-26,Fresno State,Wyoming,30,0
2022-11-26,Georgia,Georgia Tech,37,14
2022-11-26,Ohio State,Michigan,23,45
2022-11-26,Oklahoma State,West Virginia,19,24
2022-11-26,Clemson,South Carolina,30,31
2022-11-26,Massachusetts,Army,7,44
2022-11-26,Liberty,New Mexico State,14,49
2022-11-26,Maryland,Rutgers,37,0
2022-11-26,Florida Atlantic,Western Kentucky,31,32
2022-11-26,Marshall,Georgia State,28,23
2022-11-26,James Madison,Coastal Carolina,47,7
2022-11-26,South Alabama,Old Dominion,27,20
2022-11-26,Temple,East Carolina,46,49
2022-11-26,Buffalo,Kent State,27,30
2022-11-26,Northern Illinois,Akron,12,44
2022-11-26,North Texas,Rice,21,17
2022-11-26,Kentucky,Louisville,26,13
2022-11-26,Northwestern,Illinois,3,41
2022-11-26,Alabama,Auburn,49,27
2022-11-26,Duke,Wake Forest,34,31
2022-11-26,Indiana,Purdue,16,30
2022-11-26,SMU,Memphis,34,31
2022-11-26,UTSA,UTEP,34,31
2022-11-26,Arkansas State,Troy,19,48
2022-11-26,Louisiana Tech,UAB,27,37
2022-11-26,Wisconsin,Minnesota,16,23
2022-11-26,Oregon State,Oregon,38,34
2022-11-26,San José State,Hawai'i,27,14
2022-11-26,Colorado,Utah,21,63
2022-11-26,TCU,Iowa State,62,14
2022-11-26,Penn State,Michigan State,35,16
2022-11-26,Texas State,Louisiana,13,41
2022-11-26,UL Monroe,Southern Miss,10,20
2022-11-26,Florida International,Middle Tennessee,28,33
2022-11-26,UNLV,Nevada,27,22
2022-11-26,Georgia Southern,App State,51,48
2022-11-27,South Florida,UCF,39,46
2022-11-27,Texas A&M,LSU,38,23
2022-11-27,Boston College,Syracuse,23,32
2022-11-27,USC,Notre Dame,38,27
2022-11-27,Vanderbilt,Tennessee,0,56
2022-11-27,Houston,Tulsa,30,37
2022-11-27,Texas Tech,Oklahoma,51,48
2022-11-27,Kansas State,Kansas,47,27
2022-11-27,Miami,Pittsburgh,16,42
2022-11-27,San Diego State,Air Force,3,13
2022-11-27,Washington State,Washington,33,51
2022-11-27,Stanford,BYU,26,35
2022-12-02,Buffalo,Akron,23,22
2022-12-03,UTSA,North Texas,48,27
2022-12-03,USC,Utah,24,47
2022-12-03,TCU,Kansas State,28,31
2022-12-03,Ohio,Toledo,7,17
2022-12-03,New Mexico State,Valparaiso,65,3
2022-12-03,Troy,Coastal Carolina,45,26
2022-12-03,Boise State,Fresno State,16,28
2022-12-03,Tulane,UCF,45,28
2022-12-03,Georgia,LSU,50,30
2022-12-04,North Carolina,Clemson,10,39
2022-12-04,Michigan,Purdue,43,22
2022-12-10,Army,Navy,20,17
2022-12-16,UAB,Miami (OH),24,20
2022-12-16,Troy,UTSA,18,12
2022-12-17,Louisville,Cincinnati,24,7
2022-12-17,Oregon State,Florida,30,3
2022-12-17,Fresno State,Washington State,29,6
2022-12-17,Southern Miss,Rice,38,24
2022-12-18,BYU,SMU,24,23
2022-12-18,Boise State,North Texas,35,32
2022-12-19,UConn,Marshall,14,28
2022-12-20,San José State,Eastern Michigan,27,41
2022-12-21,Toledo,Liberty,21,19
2022-12-22,South Alabama,Western Kentucky,23,44
2022-12-23,Air Force,Baylor,30,15
2022-12-23,Houston,Louisiana,23,16
2022-12-23,Missouri,Wake Forest,17,27
2022-12-25,San Diego State,Middle Tennessee,23,25
2022-12-26,Bowling Green,New Mexico State,19,24
2022-12-27,Buffalo,Georgia Southern,23,21
2022-12-27,Utah State,Memphis,10,38
2022-12-27,East Carolina,Coastal Carolina,53,29
2022-12-28,Oklahoma State,Wisconsin,17,24
2022-12-28,Duke,UCF,30,13
2022-12-28,Arkansas,Kansas,55,53
2022-12-29,North Carolina,Oregon,27,28
2022-12-29,Ole Miss,Texas Tech,25,42
2022-12-29,Minnesota,Syracuse,28,20
2022-12-29,Florida State,Oklahoma,35,32
2022-12-30,Washington,Texas,27,20
2022-12-30,NC State,Maryland,12,16
2022-12-30,UCLA,Pittsburgh,35,37
2022-12-30,South Carolina,Notre Dame,38,45
2022-12-30,Wyoming,Ohio,27,30
2022-12-31,Clemson,Tennessee,14,31
2022-12-31,Kentucky,Iowa,0,21
2022-12-31,Kansas State,Alabama,20,45
2022-12-31,Michigan,TCU,45,51
2023-01-01,Georgia,Ohio State,42,41
2023-01-02,Illinois,Mississippi State,10,19
2023-01-02,Purdue,LSU,7,63
2023-01-02,USC,Tulane,45,46
2023-01-02,Utah,Penn State,21,35
2023-01-10,Georgia,TCU,65,7
