date,home_team,away_team,home_score,away_score
2014-09-06,Penn State,Akron,21,3
2014-09-06,Purdue,Central Michigan,17,38
2014-09-06,Clemson,South Carolina State,73,7
2014-09-06,Temple,Navy,24,31
2014-09-06,Georgia State,New Mexico State,31,34
2014-09-06,Mississippi State,UAB,47,34
2014-09-06,Kent State,South Alabama,13,23
2014-09-06,Utah,Fresno State,59,27
2014-09-06,Massachusetts,Colorado,38,41
2014-09-06,California,Sacramento State,55,14
2014-09-06,Washington,Eastern Washington,59,52
2014-09-06,Miami (OH),Eastern Kentucky,10,17
2014-09-06,Bowling Green,VMI,48,7
2014-09-06,Oklahoma State,Missouri State,40,23
2014-09-06,Virginia,Richmond,45,13
2014-09-06,Northwestern,Northern Illinois,15,23
2014-09-06,Kentucky,Ohio,20,3
2014-09-06,Stanford,USC,10,13
2014-09-06,Minnesota,Middle Tennessee,35,24
2014-09-06,Iowa,Ball State,17,13
2014-09-06,South Florida,Maryland,17,24
2014-09-06,Tulane,Georgia Tech,21,38
2014-09-06,Florida,Eastern Michigan,65,0
2014-09-06,Arkansas,Nicholls,73,7
2014-09-06,Vanderbilt,Ole Miss,3,41
2014-09-06,NC State,Old Dominion,46,34
2014-09-06,Florida International,Wagner,34,3
2014-09-06,App State,Campbell,66,0
2014-09-06,Georgia Southern,Savannah St,83,9
2014-09-06,Oregon,Michigan State,46,27
2014-09-06,Wake Forest,Gardner-Webb,23,7
2014-09-06,Kansas,Southeast Missouri State,34,28
2014-09-06,Louisville,Murray State,66,21
2014-09-06,South Carolina,East Carolina,33,23
2014-09-06,Southern Miss,Alcorn State,26,20
2014-09-06,Auburn,San José State,59,13
2014-09-06,Marshall,Rhode Island,48,7
2014-09-06,Miami,Florida A&M,41,7
2014-09-06,Troy,Duke,17,34
2014-09-06,UL Monroe,Idaho,38,31
2014-09-06,Louisiana,Louisiana Tech,20,48
2014-09-06,New Mexico,Arizona State,23,58
2014-09-06,Texas,BYU,7,41
2014-09-06,Florida State,The Citadel,37,12
2014-09-06,Baylor,Northwestern State,70,6
2014-09-06,LSU,Sam Houston,56,0
2014-09-06,West Virginia,Towson,54,0
2014-09-06,Notre Dame,Michigan,31,0
2014-09-06,Texas A&M,Lamar,73,3
2014-09-07,Ohio State,Virginia Tech,21,35
2014-09-07,Houston,Grambling,47,0
2014-09-07,Utah State,Idaho State,40,20
2014-09-07,North Carolina,San Diego State,31,27
2014-09-07,UCLA,Memphis,42,35
2014-09-07,UNLV,Northern Colorado,13,12
2014-09-07,Boise State,Colorado State,37,24
2014-09-07,Wyoming,Air Force,17,13
2014-09-07,Hawai'i,Oregon State,30,38
2014-09-07,UTEP,Texas Tech,26,30
2014-09-12,North Texas,Louisiana Tech,21,42
2014-09-12,BYU,Houston,33,25
2014-09-12,Cincinnati,Toledo,58,34
2014-09-13,Buffalo,Baylor,21,63
2014-09-13,Georgia Tech,Georgia Southern,42,38
2014-09-13,Vanderbilt,Massachusetts,34,31
2014-09-13,Maryland,West Virginia,37,40
2014-09-13,Florida International,Pittsburgh,25,42
2014-09-13,UConn,Boise State,21,38
2014-09-13,Missouri,UCF,38,10
2014-09-13,Ohio State,Kent State,66,0
2014-09-13,Marshall,Ohio,44,14
2014-09-13,Central Michigan,Syracuse,3,40
2014-09-13,Virginia Tech,East Carolina,21,28
2014-09-13,Bowling Green,Indiana,45,42
2014-09-13,Virginia,Louisville,23,21
2014-09-13,Georgia State,Air Force,38,48
2014-09-13,Oregon,Wyoming,48,14
2014-09-13,Colorado State,UC Davis,49,21
2014-09-13,Ball State,Indiana State,20,27
2014-09-13,UAB,Alabama A&M,41,14
2014-09-13,Michigan,Miami (OH),34,10
2014-09-13,Iowa,Iowa State,17,20
2014-09-13,South Carolina,Georgia,38,35
2014-09-13,Miami,Arkansas State,41,20
2014-09-13,Texas Tech,Arkansas,28,49
2014-09-13,South Florida,NC State,17,49
2014-09-13,Duke,Kansas,41,3
2014-09-13,Ole Miss,Louisiana,56,15
2014-09-13,TCU,Minnesota,30,7
2014-09-13,Washington,Illinois,44,19
2014-09-13,South Alabama,Mississippi State,3,35
2014-09-13,Idaho,Western Michigan,33,45
2014-09-13,Stanford,Army,35,0
2014-09-13,Alabama,Southern Miss,52,12
2014-09-13,Old Dominion,Eastern Michigan,17,3
2014-09-13,Troy,Abilene Christian,35,38
2014-09-13,LSU,UL Monroe,31,0
2014-09-13,Oklahoma State,UTSA,43,13
2014-09-13,Middle Tennessee,Western Kentucky,50,47
2014-09-13,UNLV,Northern Illinois,34,48
2014-09-13,Florida Atlantic,Tulsa,50,21
2014-09-13,Utah State,Wake Forest,36,24
2014-09-13,Florida,Kentucky,36,30
2014-09-13,Notre Dame,Purdue,30,14
2014-09-14,Oklahoma,Tennessee,34,10
2014-09-14,Boston College,USC,37,31
2014-09-14,Tulane,SE Louisiana,35,20
2014-09-14,Washington State,Portland State,59,21
2014-09-14,Texas State,Navy,21,35
2014-09-14,UTEP,New Mexico State,42,24
2014-09-14,Rutgers,Penn State,10,13
2014-09-14,Texas,UCLA,17,20
2014-09-14,Texas A&M,Rice,38,10
2014-09-14,Colorado,Arizona State,24,38
2014-09-14,Fresno State,Nebraska,19,55
2014-09-14,Arizona,Nevada,35,28
2014-09-14,Hawai'i,Northern Iowa,27,24
2014-09-18,Kansas State,Auburn,14,20
2014-09-20,South Florida,UConn,17,14
2014-09-20,Pittsburgh,Iowa,20,24
2014-09-20,Rice,Old Dominion,42,45
2014-09-20,Northwestern,Western Illinois,24,7
2014-09-20,Purdue,Southern Illinois,35,13
2014-09-20,Virginia Tech,Georgia Tech,24,27
2014-09-20,Georgia,Troy,66,0
2014-09-20,Wisconsin,Bowling Green,68,17
2014-09-20,Michigan State,Eastern Michigan,73,14
2014-09-20,Syracuse,Maryland,20,34
2014-09-20,Duke,Tulane,47,13
2014-09-20,Boston College,Maine,40,10
2014-09-20,Temple,Delaware State,59,0
2014-09-20,Colorado,Hawai'i,21,12
2014-09-20,Akron,Marshall,17,48
2014-09-20,Florida International,Louisville,3,34
2014-09-20,Navy,Rutgers,24,31
2014-09-20,Alabama,Florida,42,21
2014-09-20,Michigan,Utah,10,26
2014-09-20,Wake Forest,Army,24,21
2014-09-20,BYU,Virginia,41,33
2014-09-20,North Texas,Nicholls,77,3
2014-09-20,East Carolina,North Carolina,70,41
2014-09-20,Kansas,Central Michigan,24,10
2014-09-20,Buffalo,Norfolk State,36,7
2014-09-20,SMU,Texas A&M,6,58
2014-09-20,Illinois,Texas State,42,35
2014-09-20,Penn State,Massachusetts,48,7
2014-09-20,Minnesota,San José State,24,7
2014-09-20,Missouri,Indiana,27,31
2014-09-20,Wyoming,Florida Atlantic,20,19
2014-09-20,Washington,Georgia State,45,14
2014-09-20,NC State,Presbyterian,42,0
2014-09-20,UCF,Bethune-Cookman,41,7
2014-09-20,Western Michigan,Murray State,45,14
2014-09-20,Toledo,Ball State,34,23
2014-09-20,Southern Miss,App State,21,20
2014-09-20,Memphis,Middle Tennessee,36,17
2014-09-20,Ohio,Idaho,36,24
2014-09-20,Louisiana Tech,Northwestern State,27,30
2014-09-20,Arkansas State,Utah State,21,14
2014-09-20,LSU,Mississippi State,29,34
2014-09-20,Arkansas,Northern Illinois,52,14
2014-09-20,Cincinnati,Miami (OH),31,24
2014-09-20,South Alabama,Georgia Southern,6,28
2014-09-20,Vanderbilt,South Carolina,34,48
2014-09-20,West Virginia,Oklahoma,33,45
2014-09-21,Nebraska,Miami,41,31
2014-09-21,New Mexico State,New Mexico,35,38
2014-09-21,Florida State,Clemson,23,17
2014-09-21,Houston,UNLV,47,14
2014-09-21,Fresno State,Southern Utah,56,16
2014-09-21,Arizona,California,49,45
2014-09-21,Boise State,Louisiana,34,9
2014-09-21,Oregon State,San Diego State,28,7
2014-09-21,Washington State,Oregon,31,38
2014-09-25,Oklahoma State,Texas Tech,45,35
2014-09-25,Georgia Southern,App State,34,14
2014-09-26,Arizona State,UCLA,27,62
2014-09-27,New Mexico,Fresno State,24,35
2014-09-27,Old Dominion,Middle Tennessee,28,41
2014-09-27,Penn State,Northwestern,6,29
2014-09-27,Michigan State,Wyoming,56,14
2014-09-27,Georgia,Tennessee,35,32
2014-09-27,Wisconsin,South Florida,27,10
2014-09-27,Purdue,Iowa,10,24
2014-09-27,Rutgers,Tulane,31,6
2014-09-27,Kentucky,Vanderbilt,17,7
2014-09-27,Kansas State,UTEP,58,28
2014-09-27,SMU,TCU,0,56
2014-09-27,Boston College,Colorado State,21,24
2014-09-27,Virginia Tech,Western Michigan,35,17
2014-09-27,Yale,Army,49,43
2014-09-27,Pittsburgh,Akron,10,21
2014-09-27,Indiana,Maryland,15,37
2014-09-27,Ohio,Eastern Illinois,34,19
2014-09-27,Massachusetts,Bowling Green,42,47
2014-09-27,Michigan,Minnesota,14,30
2014-09-27,Navy,Western Kentucky,27,36
2014-09-27,Virginia,Kent State,45,13
2014-09-27,UAB,Florida International,20,34
2014-09-27,Louisville,Wake Forest,20,10
2014-09-27,Buffalo,Miami (OH),35,27
2014-09-27,Texas A&M,Arkansas,35,28
2014-09-27,NC State,Florida State,41,56
2014-09-27,Auburn,Louisiana Tech,45,17
2014-09-27,California,Colorado,59,56
2014-09-27,UConn,Temple,10,36
2014-09-27,Kansas,Texas,0,23
2014-09-27,Washington,Stanford,13,20
2014-09-27,Idaho,South Alabama,10,34
2014-09-27,Florida Atlantic,UTSA,41,37
2014-09-27,Ohio State,Cincinnati,50,28
2014-09-27,South Carolina,Missouri,20,21
2014-09-27,UL Monroe,Troy,22,20
2014-09-27,Clemson,North Carolina,50,35
2014-09-27,Toledo,Central Michigan,42,28
2014-09-27,Southern Miss,Rice,23,41
2014-09-27,Air Force,Boise State,28,14
2014-09-27,Miami,Duke,22,10
2014-09-27,Ole Miss,Memphis,24,3
2014-09-27,LSU,New Mexico State,63,7
2014-09-28,Syracuse,Notre Dame,15,31
2014-09-28,Tulsa,Texas State,34,37
2014-09-28,San Diego State,UNLV,34,17
2014-09-28,Utah,Washington State,27,28
2014-09-28,Iowa State,Baylor,28,49
2014-09-28,Nebraska,Illinois,45,14
2014-09-28,USC,Oregon State,35,10
2014-09-28,San José State,Nevada,10,21
2014-10-02,Florida International,Florida Atlantic,38,10
2014-10-02,Houston,UCF,12,17
2014-10-03,Oregon,Arizona,24,31
2014-10-03,Syracuse,Louisville,6,28
2014-10-04,Fresno State,San Diego State,24,13
2014-10-04,BYU,Utah State,20,35
2014-10-04,Army,Ball State,33,24
2014-10-04,Maryland,Ohio State,24,52
2014-10-04,Illinois,Purdue,27,38
2014-10-04,East Carolina,SMU,45,24
2014-10-04,Old Dominion,Marshall,14,56
2014-10-04,Oklahoma State,Iowa State,37,20
2014-10-04,Mississippi State,Texas A&M,48,31
2014-10-04,Tennessee,Florida,9,10
2014-10-04,Middle Tennessee,Southern Miss,37,31
2014-10-04,North Carolina,Virginia Tech,17,34
2014-10-04,Akron,Eastern Michigan,31,6
2014-10-04,Miami (OH),Massachusetts,42,41
2014-10-04,Indiana,North Texas,49,24
2014-10-04,Colorado State,Tulsa,42,17
2014-10-04,UTSA,New Mexico,9,21
2014-10-04,Central Michigan,Ohio,28,10
2014-10-04,Ole Miss,Alabama,23,17
2014-10-04,Air Force,Navy,30,21
2014-10-04,Texas,Baylor,7,28
2014-10-04,Florida State,Wake Forest,43,3
2014-10-04,TCU,Oklahoma,37,33
2014-10-04,Clemson,NC State,41,0
2014-10-04,Bowling Green,Buffalo,36,35
2014-10-04,Notre Dame,Stanford,17,14
2014-10-04,Northwestern,Wisconsin,20,14
2014-10-04,West Virginia,Kansas,33,14
2014-10-04,Georgia,Vanderbilt,44,17
2014-10-04,Colorado,Oregon State,31,36
2014-10-04,Northern Illinois,Kent State,17,14
2014-10-04,App State,South Alabama,21,47
2014-10-04,Western Michigan,Toledo,19,20
2014-10-04,Rice,Hawai'i,28,14
2014-10-04,Cincinnati,Memphis,14,41
2014-10-04,Louisiana Tech,UTEP,55,3
2014-10-04,Western Kentucky,UAB,39,42
2014-10-04,Rutgers,Michigan,26,24
2014-10-04,Texas State,Idaho,35,30
2014-10-04,Louisiana,Georgia State,34,31
2014-10-04,Arkansas State,UL Monroe,28,14
2014-10-04,Kansas State,Texas Tech,45,13
2014-10-04,Auburn,LSU,41,7
2014-10-04,Kentucky,South Carolina,45,38
2014-10-04,Georgia Tech,Miami,28,17
2014-10-04,USC,Arizona State,34,38
2014-10-04,Virginia,Pittsburgh,24,19
2014-10-05,New Mexico State,Georgia Southern,28,36
2014-10-05,San José State,UNLV,33,10
2014-10-05,Michigan State,Nebraska,27,22
2014-10-05,UCLA,Utah,28,30
2014-10-05,Nevada,Boise State,46,51
2014-10-05,Washington State,California,59,60
2014-10-09,UCF,BYU,31,24
2014-10-11,Stanford,Washington State,34,17
2014-10-11,New Mexico,San Diego State,14,24
2014-10-11,UNLV,Fresno State,30,27
2014-10-11,Kentucky,UL Monroe,48,14
2014-10-11,Syracuse,Florida State,20,38
2014-10-11,Oklahoma,Texas,31,26
2014-10-11,Wisconsin,Illinois,38,28
2014-10-11,Missouri,Georgia,0,34
2014-10-11,Marshall,Middle Tennessee,49,24
2014-10-11,Minnesota,Northwestern,24,17
2014-10-11,Temple,Tulsa,35,24
2014-10-11,Iowa,Indiana,45,29
2014-10-11,Army,Rice,21,41
2014-10-11,Miami,Cincinnati,55,34
2014-10-11,Texas Tech,West Virginia,34,37
2014-10-11,Georgia Tech,Duke,25,31
2014-10-11,Eastern Michigan,Buffalo,37,27
2014-10-11,Georgia State,Arkansas State,10,52
2014-10-11,Akron,Miami (OH),29,19
2014-10-11,Kent State,Massachusetts,17,40
2014-10-11,Ohio,Bowling Green,13,31
2014-10-11,Troy,New Mexico State,41,24
2014-10-11,Ball State,Western Michigan,38,42
2014-10-11,Notre Dame,North Carolina,50,43
2014-10-11,Baylor,TCU,61,58
2014-10-11,Mississippi State,Auburn,38,23
2014-10-11,Purdue,Michigan State,31,45
2014-10-11,UCLA,Oregon,30,42
2014-10-11,UAB,North Texas,56,21
2014-10-11,Clemson,Louisville,23,17
2014-10-11,Iowa State,Toledo,37,30
2014-10-11,NC State,Boston College,14,30
2014-10-11,Navy,VMI,51,14
2014-10-11,App State,Liberty,48,55
2014-10-11,Tennessee,Chattanooga,45,10
2014-10-11,Kansas,Oklahoma State,20,27
2014-10-11,Northern Illinois,Central Michigan,17,34
2014-10-11,California,Washington,7,31
2014-10-11,Georgia Southern,Idaho,47,24
2014-10-11,Arkansas,Alabama,13,14
2014-10-11,UTSA,Florida International,16,13
2014-10-11,Memphis,Houston,24,28
2014-10-11,Michigan,Penn State,18,13
2014-10-11,South Florida,East Carolina,17,28
2014-10-11,Vanderbilt,Charleston Southern,21,20
2014-10-11,Florida,LSU,27,30
2014-10-12,Tulane,UConn,12,3
2014-10-12,UTEP,Old Dominion,42,35
2014-10-12,Texas A&M,Ole Miss,20,35
2014-10-12,Utah State,Air Force,34,16
2014-10-12,Nevada,Colorado State,24,31
2014-10-12,Arizona,USC,26,28
2014-10-12,Hawai'i,Wyoming,38,28
2014-10-15,Texas State,Louisiana,10,34
2014-10-16,Pittsburgh,Virginia Tech,21,16
2014-10-17,Oregon State,Utah,23,29
2014-10-18,Boise State,Fresno State,37,27
2014-10-18,Houston,Temple,31,10
2014-10-18,Minnesota,Purdue,39,38
2014-10-18,Tulsa,South Florida,30,38
2014-10-18,Florida Atlantic,Western Kentucky,45,38
2014-10-18,Louisiana Tech,UTSA,27,20
2014-10-18,Oklahoma,Kansas State,30,31
2014-10-18,Maryland,Iowa,38,31
2014-10-18,Wake Forest,Syracuse,7,30
2014-10-18,UCF,Tulane,20,13
2014-10-18,West Virginia,Baylor,41,27
2014-10-18,South Carolina,Furman,41,10
2014-10-18,Duke,Virginia,20,13
2014-10-18,Bowling Green,Western Michigan,14,26
2014-10-18,Ohio,Akron,23,20
2014-10-18,Troy,App State,14,53
2014-10-18,Massachusetts,Eastern Michigan,36,14
2014-10-18,Middle Tennessee,UAB,34,22
2014-10-18,Alabama,Texas A&M,59,0
2014-10-18,Texas Tech,Kansas,34,21
2014-10-18,SMU,Cincinnati,3,41
2014-10-18,Louisville,NC State,30,18
2014-10-18,Ohio State,Rutgers,56,17
2014-10-18,California,UCLA,34,36
2014-10-18,Air Force,New Mexico,35,31
2014-10-18,Kent State,Army,39,17
2014-10-18,Central Michigan,Ball State,29,32
2014-10-18,Indiana,Michigan State,17,56
2014-10-18,Boston College,Clemson,13,17
2014-10-18,Wyoming,San José State,20,27
2014-10-18,Arkansas,Georgia,32,45
2014-10-18,TCU,Oklahoma State,42,9
2014-10-18,Idaho,New Mexico State,29,17
2014-10-18,Northern Illinois,Miami (OH),51,41
2014-10-18,Florida International,Marshall,13,45
2014-10-18,USC,Colorado,56,28
2014-10-18,Florida,Missouri,13,42
2014-10-18,Colorado State,Utah State,16,13
2014-10-18,North Texas,Southern Miss,20,30
2014-10-18,North Carolina,Georgia Tech,48,43
2014-10-18,Ole Miss,Tennessee,34,3
2014-10-18,Northwestern,Nebraska,17,38
2014-10-18,LSU,Kentucky,41,3
2014-10-18,South Alabama,Georgia State,30,27
2014-10-19,Oregon,Washington,45,20
2014-10-19,Texas,Iowa State,48,45
2014-10-19,Florida State,Notre Dame,31,27
2014-10-19,BYU,Nevada,35,42
2014-10-19,Arizona State,Stanford,26,10
2014-10-19,San Diego State,Hawai'i,20,10
2014-10-22,Louisiana,Arkansas State,55,40
2014-10-23,East Carolina,UConn,31,21
2014-10-24,Virginia Tech,Miami,6,30
2014-10-24,Cincinnati,South Florida,34,17
2014-10-24,South Alabama,Troy,27,13
2014-10-25,Boise State,BYU,55,30
2014-10-25,California,Oregon,41,59
2014-10-25,Rice,North Texas,41,21
2014-10-25,Nebraska,Rutgers,42,24
2014-10-25,Wisconsin,Maryland,52,7
2014-10-25,Illinois,Minnesota,28,24
2014-10-25,Kansas State,Texas,23,0
2014-10-25,Arkansas,UAB,45,17
2014-10-25,SMU,Memphis,10,48
2014-10-25,Virginia,North Carolina,27,28
2014-10-25,Eastern Michigan,Northern Illinois,17,28
2014-10-25,Navy,San José State,41,31
2014-10-25,Toledo,Massachusetts,42,35
2014-10-25,Colorado,UCLA,37,40
2014-10-25,Georgia State,Georgia Southern,31,69
2014-10-25,Ball State,Akron,35,21
2014-10-25,Western Michigan,Ohio,42,21
2014-10-25,Miami (OH),Kent State,10,3
2014-10-25,Buffalo,Central Michigan,14,20
2014-10-25,Marshall,Florida Atlantic,35,16
2014-10-25,Oklahoma State,West Virginia,10,34
2014-10-25,Stanford,Oregon State,38,14
2014-10-25,Southern Miss,Louisiana Tech,20,31
2014-10-25,TCU,Texas Tech,82,27
2014-10-25,Wake Forest,Boston College,17,23
2014-10-25,Michigan State,Michigan,35,11
2014-10-25,Kentucky,Mississippi State,31,45
2014-10-25,Pittsburgh,Georgia Tech,28,56
2014-10-25,Utah State,UNLV,34,20
2014-10-25,Western Kentucky,Old Dominion,66,51
2014-10-25,Missouri,Vanderbilt,24,14
2014-10-25,UCF,Temple,34,14
2014-10-25,Washington State,Arizona,37,59
2014-10-25,Clemson,Syracuse,16,6
2014-10-25,Colorado State,Wyoming,45,31
2014-10-25,UTSA,UTEP,0,34
2014-10-25,UL Monroe,Texas State,18,22
2014-10-25,LSU,Ole Miss,10,7
2014-10-25,Tennessee,Alabama,20,34
2014-10-25,Auburn,South Carolina,42,35
2014-10-26,Penn State,Ohio State,24,31
2014-10-26,Utah,USC,24,21
2014-10-26,Washington,Arizona State,10,24
2014-10-26,Hawai'i,Nevada,18,26
2014-10-30,Louisville,Florida State,31,42
2014-10-30,Georgia Southern,Troy,42,10
2014-11-01,Tulane,Cincinnati,14,38
2014-11-01,Memphis,Tulsa,40,20
2014-11-01,Army,Air Force,6,23
2014-11-01,Pittsburgh,Duke,48,51
2014-11-01,Iowa State,Oklahoma,14,59
2014-11-01,Iowa,Northwestern,48,7
2014-11-01,Penn State,Maryland,19,20
2014-11-01,Rutgers,Wisconsin,0,37
2014-11-01,UConn,UCF,37,29
2014-11-01,Texas A&M,UL Monroe,21,16
2014-11-01,Temple,East Carolina,20,10
2014-11-01,Florida International,Rice,17,31
2014-11-01,Virginia Tech,Boston College,31,33
2014-11-01,Miami,North Carolina,47,20
2014-11-01,Colorado,Washington,23,38
2014-11-01,Eastern Michigan,Central Michigan,7,38
2014-11-01,Miami (OH),Western Michigan,10,41
2014-11-01,Louisiana Tech,Western Kentucky,59,10
2014-11-01,Syracuse,NC State,17,24
2014-11-01,West Virginia,TCU,30,31
2014-11-01,Nebraska,Purdue,35,14
2014-11-01,Georgia Tech,Virginia,35,10
2014-11-01,App State,Georgia State,44,0
2014-11-01,Georgia,Florida,20,38
2014-11-01,Middle Tennessee,BYU,7,27
2014-11-01,Michigan,Indiana,34,10
2014-11-01,Missouri,Kentucky,20,10
2014-11-01,Baylor,Kansas,60,14
2014-11-01,New Mexico State,Texas State,29,37
2014-11-01,South Florida,Houston,3,27
2014-11-01,Washington State,USC,17,44
2014-11-01,Idaho,Arkansas State,28,44
2014-11-01,Louisiana,South Alabama,19,9
2014-11-01,UNLV,New Mexico,28,31
2014-11-01,Vanderbilt,Old Dominion,42,28
2014-11-01,Ole Miss,Auburn,31,35
2014-11-01,San José State,Colorado State,31,38
2014-11-01,Florida Atlantic,UAB,28,31
2014-11-01,Mississippi State,Arkansas,17,10
2014-11-01,Oregon,Stanford,45,16
2014-11-01,South Carolina,Tennessee,42,45
2014-11-01,Texas Tech,Texas,13,34
2014-11-02,Kansas State,Oklahoma State,48,14
2014-11-02,Ohio State,Illinois,55,14
2014-11-02,UTEP,Southern Miss,35,14
2014-11-02,Navy,Notre Dame,39,49
2014-11-02,Oregon State,California,31,45
2014-11-02,Nevada,San Diego State,30,14
2014-11-02,UCLA,Arizona,17,7
2014-11-02,Fresno State,Wyoming,17,45
2014-11-02,Arizona State,Utah,19,16
2014-11-02,Hawai'i,Utah State,14,35
2014-11-05,Akron,Bowling Green,10,27
2014-11-05,Kent State,Toledo,20,30
2014-11-06,Ball State,Northern Illinois,21,35
2014-11-06,Ohio,Buffalo,37,14
2014-11-07,Wake Forest,Clemson,20,34
2014-11-08,Temple,Memphis,13,16
2014-11-08,Wyoming,Utah State,3,20
2014-11-08,Minnesota,Iowa,51,14
2014-11-08,Ole Miss,Presbyterian,48,0
2014-11-08,Kentucky,Georgia,31,63
2014-11-08,Oklahoma,Baylor,14,48
2014-11-08,Tulsa,SMU,38,28
2014-11-08,Purdue,Wisconsin,16,34
2014-11-08,Rice,UTSA,17,7
2014-11-08,Indiana,Penn State,7,13
2014-11-08,UAB,Louisiana Tech,24,40
2014-11-08,NC State,Georgia Tech,23,56
2014-11-08,Syracuse,Duke,10,27
2014-11-08,Troy,Georgia State,45,21
2014-11-08,Arkansas State,South Alabama,45,10
2014-11-08,Army,UConn,35,21
2014-11-08,Auburn,Texas A&M,38,41
2014-11-08,Texas,West Virginia,33,16
2014-11-08,Arizona State,Notre Dame,55,31
2014-11-08,Kansas,Iowa State,34,14
2014-11-08,Northwestern,Michigan,9,10
2014-11-08,Old Dominion,Florida International,38,35
2014-11-08,Houston,Tulane,24,31
2014-11-08,App State,UL Monroe,31,29
